far_id,camp,pre_city,pre_state,dest_city,dest_state,date_of_final_departure,pre_lat,pre_lng,dest_lat,dest_lng
tulelake1-18767,10-tulelake,Los Angeles,CA,Japan,JAPAN,1945-12-27 00:00:00,33.973951,-118.248405,35.662,139.653
tulelake1-18768,10-tulelake,San Francisco,CA,SF,CA,1946-02-21 00:00:00,37.776646,-122.417481,37.776646,-122.417481
tulelake1-18770,10-tulelake,Dinuba,CA,Adams Co,WA,1944-05-03 00:00:00,36.509532,-119.395365,,
tulelake1-18771,10-tulelake,Torrance,CA,SF,CA,1946-02-20 00:00:00,33.835665,-118.303805,37.776646,-122.417481
tulelake1-18773,10-tulelake,Culver,OR,Modoc Point,OR,1945-11-16 00:00:00,44.499106,-121.267976,42.444861,-121.868345
tulelake1-18774,10-tulelake,Tacoma,WA,Stockton,CA,1945-10-25 00:00:00,47.253671,-122.444335,37.672196,-121.298794
tulelake1-18775,10-tulelake,Elk Grove,CA,Penryn,CA,1945-12-20 00:00:00,38.44148,-121.307142,38.852288,-121.180531
tulelake1-18776,10-tulelake,Culver,OR,Modoc Point,OR,1945-11-16 00:00:00,44.499106,-121.267976,42.444861,-121.868345
tulelake1-18778,10-tulelake,Redondo Beach,CA,Acampo,CA,1946-02-22 00:00:00,33.830006,-118.387124,38.198666,-121.230207
tulelake1-18779,10-tulelake,Culver,OR,Modoc Point,OR,1945-11-16 00:00:00,44.499106,-121.267976,42.444861,-121.868345
tulelake1-18780,10-tulelake,Wheatland,CA,Portld,OR,1946-01-28 00:00:00,39.00989,-121.42301,,
tulelake1-18783,10-tulelake,Redondo Beach,CA,Acampo,CA,1946-02-22 00:00:00,33.830006,-118.387124,38.198666,-121.230207
tulelake1-18784,10-tulelake,,,Acampo,CA,1946-02-22 00:00:00,,,38.198666,-121.230207
tulelake1-18787,10-tulelake,Culver,OR,Modoc Point,OR,1945-11-16 00:00:00,44.499106,-121.267976,42.444861,-121.868345
